fragment,nN,nS,nO,nX,nBondsD,nBondsT,naRing,nARing
CC(=O)NC(C)C1=C[NH]N=C1,3,0,1,0,1,0,1,0
CCOCC1CCCNC1,1,0,1,0,0,0,0,1
O=[SH]C1=NCCN1,2,1,1,0,2,0,0,1
CC(NC(N)=O)C1=NN=N[NH]1,6,0,1,0,1,0,1,0
CC(=O)N1CCC2=C(C=CS2)C1,1,1,1,0,1,0,1,1
CC1CCN(C2=NC=CN=C2)C1,3,0,0,0,0,0,1,1
CC(=O)OCC1CCNCC1,1,0,2,0,1,0,0,1
C1=NN2CCCNC2=C1,3,0,0,0,0,0,1,1
CNC(=O)NCC1=NOC=C1,3,0,2,0,1,0,1,0
O=CC1=CC=C2CCNC2=C1,1,0,1,0,1,0,1,1
CNS(=O)(=O)C1=CN(C)C=C1,2,1,2,0,2,0,1,0
CC1=NN2C=CNCC2=N1,4,0,0,0,1,0,1,1
CCC(=O)NC(C)C1=NC=NO1,3,0,2,0,1,0,1,0
NC(=O)C1=CCCOC1=O,1,0,3,0,3,0,0,1
CCCC1=CNCC1,1,0,0,0,1,0,0,1
CCOCC1CCCN1,1,0,1,0,0,0,0,1
CC1CCCN(C2=NC=CC=N2)C1,3,0,0,0,0,0,1,1
CCC1=NN=C(C)[NH]1,3,0,0,0,0,0,1,0
CCC(=O)NC1CNC1,2,0,1,0,1,0,0,1
CCN1CCN(C(=O)O)CC1,2,0,2,0,1,0,0,1
CCCNC1=CC=CC=C1C,1,0,0,0,0,0,1,0
CC1=N[NH]C(C)=C1CCC(N)=O,3,0,1,0,1,0,1,0
CC(=O)NCC1=CC=CCC1,1,0,1,0,3,0,0,1
CC(C)NC(=O)C1=CC=CN1C,2,0,1,0,1,0,1,0
CCC(=O)N1CCN2C=CN=C2C1,3,0,1,0,1,0,1,1
CC1=CC=CC=C1NC(=O)C1=CN=C[NH]1,3,0,1,0,1,0,2,0
CN1C2=C(C=CC1=O)CCNCC2,2,0,1,0,1,0,1,1
CC1=CC=C(Cl)C=C1O,0,0,1,1,0,0,1,0
C1=NN2CCCC2=C1,2,0,0,0,0,0,1,1
O=C(C1CCNCC1)N1CCCC1,2,0,1,0,1,0,0,2
NC(=O)CNC1CCCC1,2,0,1,0,1,0,0,1
OCC1=COC=C1,0,0,2,0,0,0,1,0
CN(C)C(=O)C1=CCCN1C,2,0,1,0,2,0,0,1
CN(C)C(=O)C1=CN=CC(Cl)=C1,2,0,1,1,1,0,1,0
NCCNC(=O)C1=CSC=N1,3,1,1,0,1,0,1,0
CC1=C(CC(N)=O)CCN1,2,0,1,0,2,0,0,1
CN(C)CC1=CN=CC=N1,3,0,0,0,0,0,1,0
O=[SH](=O)N1C=NCC1,2,1,2,0,3,0,0,1
O=C(NC1=NC=CS1)C1=C[NH]N=C1,4,1,1,0,1,0,2,0
CC1=CC=C(C2=NC=C[NH]2)C=C1,2,0,0,0,0,0,2,0
CC(C)NC(=O)C1=CC=CC(F)=C1,1,0,1,1,1,0,1,0
CCNC(=O)NC1=NN=CO1,4,0,2,0,1,0,1,0
O=C1[NH]C=CC2=C1C=CC=N2,2,0,1,0,1,0,2,0
CCCNC(=O)NC1=CC=C(C)C=C1,2,0,1,0,1,0,1,0
CNC1=N[NH]C(N)=C1,4,0,0,0,0,0,1,0
CN1C=NC(=O)C1,2,0,1,0,2,0,0,1
O=C(NCC1=CC=CC=C1)C1=CC=CC=C1F,1,0,1,1,1,0,2,0
O=C(NC1=CC=CC=C1)C1CC2=CC=CC=C2CN1,2,0,1,0,1,0,2,1
NC(=O)NC1=CC=C(F)C=C1F,2,0,1,2,1,0,1,0
CN1N=CC=C1NC(=O)C1=CC=CC=C1,3,0,1,0,1,0,2,0
FC1=CC=C(F)C(F)=C1F,0,0,0,4,0,0,1,0
CCN(C)C(=O)C1=CC=NO1,2,0,2,0,1,0,1,0
CCN(C)C(=O)C1=CCCN1,2,0,1,0,2,0,0,1
CNC(C)C1=NC2=CC=CC=C2[NH]1,3,0,0,0,0,0,2,0
CNCC1=CC(N)=CC=C1,2,0,0,0,0,0,1,0
CC(=O)NC1=CC=C(C)C(N)=C1,2,0,1,0,1,0,1,0
CC1=NC(CCC=O)=CC=N1,2,0,1,0,1,0,1,0
CC1=CC(C2=NC=C[NH]2)=N[NH]1,4,0,0,0,0,0,2,0
CCS(=O)(=O)N1CCCNCC1,2,1,2,0,2,0,0,1
NCC(=O)NCC1=CC=CN=C1,3,0,1,0,1,0,1,0
C1CC2=C(CN1)SCC2,1,1,0,0,1,0,0,2
COCC(=O)NC1CCOCC1,1,0,3,0,1,0,0,1
O=C(C1=CCCN1)N1CCNCC1,3,0,1,0,2,0,0,2
O=C(C1=CC=C[NH]1)N1CCNCC1,3,0,1,0,1,0,1,1
O=C(O)C1=CC=CC=C1Br,0,0,2,1,1,0,1,0
C1=CC2=C(N=C1)OC=C2,1,0,1,0,0,0,2,0
O=C(O)C1=CC=CC=C1O,0,0,3,0,1,0,1,0
O=CNCC(=O)N1CCCNCC1,3,0,2,0,2,0,0,1
O=[SH](=O)N1CCC2(CCNC2)CC1,2,1,2,0,2,0,0,2
CC1=CC=C(O)C(C(N)=O)=C1,1,0,2,0,1,0,1,0
O=CCC1=NNCC1,2,0,1,0,2,0,0,1
NC1=CC=C(C(=O)N2CCCC2)C=C1,2,0,1,0,1,0,1,1
O=C(CO)NC1=CC=C(Cl)C=C1,1,0,2,1,1,0,1,0
C1=CN=C(N2CCCOCC2)N=C1,3,0,1,0,0,0,1,1
NC(=O)NC1=CC=CC=C1C=O,2,0,2,0,2,0,1,0
FC1=CC(CNS)=CC=C1,1,1,0,1,0,0,1,0
CN1CCC(CN)C1,2,0,0,0,0,0,0,1
C1=C[NH]C(C2=C[NH]N=C2)=N1,4,0,0,0,0,0,2,0
NC1=CC=CC(C2=NC=C[NH]2)=C1,3,0,0,0,0,0,2,0
CC(=O)NC1=CC=CN=C1C,2,0,1,0,1,0,1,0
CC1=N[NH]C2=CN=CN=C12,4,0,0,0,0,0,2,0
CNC1=NC(CN)=CS1,3,1,0,0,0,0,1,0
O=C(NCCO)C1=N[NH]C=C1,3,0,2,0,1,0,1,0
CNC(=O)NC1=C[NH]C(=O)C=C1,3,0,2,0,2,0,1,0
O=C(CN1CCCCC1)NC1=CC=CC=C1,2,0,1,0,1,0,1,1
COCC1=CC=C(F)C=C1,0,0,1,1,0,0,1,0
O=C(C1=CC=NC=C1)N1CCOCC1,2,0,2,0,1,0,1,1
CC(=O)N1CCC2(CCOC2)CC1,1,0,2,0,1,0,0,2
CNCCCC(C)C,1,0,0,0,0,0,0,0
O=C(NC1=CC=CC=C1)NC1CCNC1,3,0,1,0,1,0,1,1
SNS,1,2,0,0,0,0,0,0
CCC1=NC=NC=C1,2,0,0,0,0,0,1,0
COC(=O)C1CCNC1,1,0,2,0,1,0,0,1
CC(C)NC(=O)CC1=CC=CC=C1,1,0,1,0,1,0,1,0
CNCC1=CN(C)N=C1C,3,0,0,0,0,0,1,0
CNC1=CC=CC(O)=N1,2,0,1,0,0,0,1,0
CCC(=O)NC1=CC=C(F)C=C1F,1,0,1,2,1,0,1,0
CCN1CCC2COCC2C1,1,0,1,0,0,0,0,2
NCC1=CC=CC(CN)=C1,2,0,0,0,0,0,1,0
CCOCC1C=CCCN1,1,0,1,0,1,0,0,1
CCNC(=O)CC1CNCCO1,2,0,2,0,1,0,0,1
CN(C)C(=O)C1CCNC1,2,0,1,0,1,0,0,1
NCCC(=O)N1CCCOCC1,2,0,2,0,1,0,0,1
COCCN1CCCCC1,1,0,1,0,0,0,0,1
OC1=NC=NCC1,2,0,1,0,2,0,0,1
CN(C)C1=NNCC=C1,3,0,0,0,2,0,0,1
O=C1C=CN=CN1CC1=NOC=N1,4,0,2,0,1,0,2,0
O=C1CCC2(CCN([SH](=O)=O)CC2)N1,2,1,3,0,3,0,0,2
SNCC1CCNC1,2,1,0,0,0,0,0,1
CN1CCC2(CCNC2)C1=O,2,0,1,0,1,0,0,2
CNCC1=CN=CC=N1,3,0,0,0,0,0,1,0
CCCCN1CCOCC1,1,0,1,0,0,0,0,1
CC1=CC(C)=C(C=O)[NH]1,1,0,1,0,1,0,1,0
O=C1CN([SH](=O)=O)CCN1,2,1,3,0,3,0,0,1
CC1=CC(CCN)=CC=C1,1,0,0,0,0,0,1,0
O=C(NC1=CC=CC=C1)C1CCCC1,1,0,1,0,1,0,1,1
O=CCC1=CC=CC=N1,1,0,1,0,1,0,1,0
CNC(=O)C1=CN=NS1,3,1,1,0,1,0,1,0
C1=CC=C(OC2CNCCOC2)C=C1,1,0,2,0,0,0,1,1
CCC(=O)NCCC1=CC=CC=C1,1,0,1,0,1,0,1,0
O=C1CC(C(=O)N2CCCC2)CN1,2,0,2,0,2,0,0,2
O=CCC1=CN=N[NH]1,3,0,1,0,1,0,1,0
C1CCC2=C(C1)N=N[NH]2,3,0,0,0,0,0,1,1
CC1CCCN1C(=O)C1=C[NH]N=C1,3,0,1,0,1,0,1,1
O=CNCC(=O)NC1=CC=C(Cl)C=C1,2,0,2,1,2,0,1,0
O=C(NCCO)C1=C[NH]N=C1,3,0,2,0,1,0,1,0
NCCNC(=O)C1CC1,2,0,1,0,1,0,0,1
CNCC1=CN=CN1C,3,0,0,0,0,0,1,0
CC1=NC=CC(S)=N1,2,1,0,0,0,0,1,0
CC1CN(C2=CC=CC=C2)CCN1,2,0,0,0,0,0,1,1
C1=NN2C=NN=C2[NH]1,5,0,0,0,0,0,2,0
CCC(=O)NC1CC=COC1,1,0,2,0,2,0,0,1
CCNC(=O)NC1=CC=C2OC=NC2=C1,3,0,2,0,1,0,2,0
COC1=NC(N)=NC=C1,3,0,1,0,0,0,1,0
O=C(C1=CC=CC=C1Cl)N1CCCC1,1,0,1,1,1,0,1,1
O=C(CC1=CC=CC=C1)N1CCCNCC1,2,0,1,0,1,0,1,1
CNC1=NCNC=C1,3,0,0,0,2,0,0,1
NCC1=C(Cl)C=CC=C1,1,0,0,1,0,0,1,0
CS(=O)(=O)N1CCC2=CC=CC=C2C1,1,1,2,0,2,0,1,1
CNC(=O)C1=C(C)N=CO1,2,0,2,0,1,0,1,0
CC1=CC(C(=O)N2CCNCC2)=CC=C1,2,0,1,0,1,0,1,1
BrC1CC=CCC1,0,0,0,1,1,0,0,1
C#CN,1,0,0,0,0,1,0,0
CC(=O)N(C)CC1=NOC=C1,2,0,2,0,1,0,1,0
NC1=CC=C(C=O)N=C1,2,0,1,0,1,0,1,0
CNC1=CC=C(F)C=C1O,1,0,1,1,0,0,1,0
OC1=CC=CC=C1C1=CC=CC=C1,0,0,1,0,0,0,2,0
CCCCN1C=CN=C1,2,0,0,0,0,0,1,0
CCCCNC1=NC=CC=N1,3,0,0,0,0,0,1,0
CN1C=NC2=C(C=CS2)C1=O,2,1,1,0,1,0,2,0
COCCN1C=NC=CC1=O,2,0,2,0,1,0,1,0
O=CN1CC2CCCCC2C1,1,0,1,0,1,0,0,2
C1=NC(CC2CNCCO2)=NO1,3,0,2,0,0,0,1,1
O=[SH](=O)N1CCC2(CC1)CNCCO2,2,1,3,0,2,0,0,2
CN1CCN(C(=O)C2=CC=CC=C2O)CC1,2,0,2,0,1,0,1,1
CC1=CC=CC(CC(N)=O)=C1,1,0,1,0,1,0,1,0
O=CC(O)C1CCNCC1,1,0,2,0,1,0,0,1
CCNC(=O)NC1=CC=NS1,3,1,1,0,1,0,1,0
C1=CC=C(C2=CC=CN=C2)N=C1,2,0,0,0,0,0,2,0
O=CN1CCCC2(CNCCO2)C1,2,0,2,0,1,0,0,2
CCC(=O)NCCC1=NC=NO1,3,0,2,0,1,0,1,0
CC1=CC=C(C(N)=O)C(C)=C1,1,0,1,0,1,0,1,0
CC(C)NC(=O)C1CCNC1,2,0,1,0,1,0,0,1
SNC1=CC=N[NH]1,3,1,0,0,0,0,1,0
NCC(=O)NC1=NN=CO1,4,0,2,0,1,0,1,0
CCN1CC(N)CC1=O,2,0,1,0,1,0,0,1
CC1NCCC(=O)N1,2,0,1,0,1,0,0,1
CC1=C2[NH]C=CC(=O)N2N=C1,3,0,1,0,1,0,2,0
CNC(=O)C1CCN1,2,0,1,0,1,0,0,1
CNC(=O)C1=CC2=CC=CC=C2[NH]1,2,0,1,0,1,0,2,0
CCN1CCC2OCCCC2C1,1,0,1,0,0,0,0,2
CC1CCCN1C(=O)CNC=O,2,0,2,0,2,0,0,1
CC1=C(C(=O)NC2=CC=CC=C2)[NH]C=N1,3,0,1,0,1,0,2,0
NC1=NC=NC(N2CCCCC2)=C1,4,0,0,0,0,0,1,1
NC1=CC=C(N2C=CN=N2)C=C1,4,0,0,0,0,0,2,0
CC(=O)NCC1CCCN1,2,0,1,0,1,0,0,1
CC1=C(C)C(NC=O)=CC=C1,1,0,1,0,1,0,1,0
COC(=O)C1=CC=C(C)S1,0,1,2,0,1,0,1,0
CCCOC1=CC(C)=CC=C1,0,0,1,0,0,0,1,0
O=C1COC2(CCN([SH](=O)=O)CC2)CN1,2,1,4,0,3,0,0,2
CC1=CC(F)=C(F)C=C1,0,0,0,2,0,0,1,0
COC(=O)C1=C[NH]C=N1,2,0,2,0,1,0,1,0
CC1CCCN1C(=O)C1=CC=N[NH]1,3,0,1,0,1,0,1,1
CN1CCOC2CCCC21,1,0,1,0,0,0,0,2
CC1=NOC(C2=CC=NC=C2)=N1,3,0,1,0,0,0,2,0
CNC(=O)NC1=CC(Br)=CC=C1,2,0,1,1,1,0,1,0
O=CN1CCN(CCO)CC1,2,0,2,0,1,0,0,1
CC1=C(O)C=CS1,0,1,1,0,0,0,1,0
CC1=NC2=CC=CC=C2O1,1,0,1,0,0,0,2,0
FC1=CC(C2=CC=CC=C2F)=CC=C1,0,0,0,2,0,0,2,0
COC(=O)N1CCCOCC1,1,0,3,0,1,0,0,1
NC(=O)C1=CC=C2C=CC=CC2=N1,2,0,1,0,1,0,2,0
CC1=NC=NC=C1C(=O)NC1=CC=CC=C1,3,0,1,0,1,0,2,0
CC(=O)N1CCC2(CC1)CNCCO2,2,0,2,0,1,0,0,2
CCNC(=O)NC1=C(C)[NH]N=C1,4,0,1,0,1,0,1,0
CC1=C(NC(=O)CN)C=CC=C1,2,0,1,0,1,0,1,0
CC1CCCN1C1=NC=NO1,3,0,1,0,0,0,1,1
C1=CN2CCN=C2N1,3,0,0,0,2,0,0,2
CCCNC(=O)C1=CC=CC(C)=C1,1,0,1,0,1,0,1,0
C1=CC2=C(CCOC2)N=C1,1,0,1,0,0,0,1,1
CCN(C)C(=O)C(C)C,1,0,1,0,1,0,0,0
O=CNCCC1=CC(F)=CC=C1,1,0,1,1,1,0,1,0
ClC1=CC(NCC2=CC=CC=C2)=CC=C1,1,0,0,1,0,0,2,0
O=C(O)C1=CC2=CC=CC=C2O1,0,0,3,0,1,0,2,0
NC(=O)CNC1CCC1,2,0,1,0,1,0,0,1
COCC1=CC=N[NH]1,2,0,1,0,0,0,1,0
OC1COC2(CCCNC2)C1,1,0,2,0,0,0,0,2
O=CN1CCC2(CCC2)CC1,1,0,1,0,1,0,0,2
CC1=CC(N)=CC(Br)=C1,1,0,0,1,0,0,1,0
CN(C)C(=O)C1CCNC(=O)C1,2,0,2,0,2,0,0,1
CN1CCN(C2=NNCC=C2)CC1,4,0,0,0,2,0,0,2
O=C(CS)NC1=CC=C(F)C=C1,1,1,1,1,1,0,1,0
SC1=CC=C(C2=NN=CO2)C=C1,2,1,1,0,0,0,2,0
CS(=O)(=O)NC1=CC=CN=C1,2,1,2,0,2,0,1,0
O=C1COC2(CCNCC2)CN1,2,0,2,0,1,0,0,2
CC(=O)C1=CC=C2[NH]C=NC2=C1,2,0,1,0,1,0,2,0
CC1=CC(C(C)N)=CC=C1,1,0,0,0,0,0,1,0
CC1=C(CO)SC=N1,1,1,1,0,0,0,1,0
CC1=CN=C(CN)S1,2,1,0,0,0,0,1,0
CC(C)C1CCNCC1,1,0,0,0,0,0,0,1
CC1=CC(CO)=N[NH]1,2,0,1,0,0,0,1,0
C1=NOC(C2=NOC=C2)=N1,3,0,2,0,0,0,2,0
CC(=O)OC1=CC=C(C)C=C1,0,0,2,0,1,0,1,0
O=C1CC(C(=O)N2CCOCC2)CN1,2,0,3,0,2,0,0,2
CNCCCC1=NCCN1,3,0,0,0,1,0,0,1
CC1=CC=C(F)C(S)=C1,0,1,0,1,0,0,1,0
CC(=O)N1CCC2(CCNCC2)C1,2,0,1,0,1,0,0,2
O=C(NC1=CC=CC=C1)NC1=CC=CC=C1F,2,0,1,1,1,0,2,0
CC1=C(C=O)N=N[NH]1,3,0,1,0,1,0,1,0
CNC(=O)CNC1=CC=C(C)C=C1,2,0,1,0,1,0,1,0
C1=CC=C(NCC2=N[NH]N=C2)C=C1,4,0,0,0,0,0,2,0
CCC1CN(C=O)CCO1,1,0,2,0,1,0,0,1
CC(=O)N1CCC=N1,2,0,1,0,2,0,0,1
O=COCC1=CCCN1,1,0,2,0,2,0,0,1
CNC(=O)N1CCC2(CCCO2)C1,2,0,2,0,1,0,0,2
CS(=O)(=O)NCC1CCC1,1,1,2,0,2,0,0,1
CCN(C)C(=O)C1CCCCC1,1,0,1,0,1,0,0,1
CC(C)Cl,0,0,0,1,0,0,0,0
CC(=O)NC1CCCNCC1,2,0,1,0,1,0,0,1
CNC(C)C1=CC=CC(Br)=C1,1,0,0,1,0,0,1,0
CC1=NN(CC(N)=O)C(C)=C1,3,0,1,0,1,0,1,0
CSCCCO,0,1,1,0,0,0,0,0
SC1=CC=C2C=CC=CC2=N1,1,1,0,0,0,0,2,0
OC1CNCCO1,1,0,2,0,0,0,0,1
COC1CNCC1O,1,0,2,0,0,0,0,1
CCC1=CN=CC=N1,2,0,0,0,0,0,1,0
NC(=O)CC1=CSC=C1,1,1,1,0,1,0,1,0
CCCNC(=O)CNC,2,0,1,0,1,0,0,0
O=CCNC1=CC=C(F)C=C1F,1,0,1,2,1,0,1,0
NCCNC(=O)C1=CN=CS1,3,1,1,0,1,0,1,0
CNC(=O)NC1=CC=CC=C1Br,2,0,1,1,1,0,1,0
O=[SH]C1=N[NH]C=N1,3,1,1,0,1,0,1,0
O=C(NCCO)C1=CNCC1,2,0,2,0,2,0,0,1
CCCN1CC=CCC1,1,0,0,0,1,0,0,1
O=CNCC(=O)NC1=N[NH]C=C1,4,0,2,0,2,0,1,0
C1CCSCNC1,1,1,0,0,0,0,0,1
C1=NC=NC(NC2CCCNC2)=C1,4,0,0,0,0,0,1,1
CN(C)C(=O)NC1CCCCC1,2,0,1,0,1,0,0,1
NC(=O)COC1=CC=C(N)C=C1,2,0,2,0,1,0,1,0
O=[SH](=O)NC1=CC=CN=C1,2,1,2,0,2,0,1,0
CC(=O)NC(C)C1=C(C)N=CS1,2,1,1,0,1,0,1,0
O=CCNC(=O)C1CC1,1,0,2,0,2,0,0,1
CC1=NOC(C2=CC=CC=C2Cl)=N1,2,0,1,1,0,0,2,0
C1=NN=C(C2CCCN2)[NH]1,4,0,0,0,0,0,1,1
CCNC(=O)CN1C=NC=N1,4,0,1,0,1,0,1,0
CC1=CC(C(=O)O)=N[NH]1,2,0,2,0,1,0,1,0
O=CNC1=CC=C(F)C=C1F,1,0,1,2,1,0,1,0
C1=CSC(C2CCCO2)=N1,1,1,1,0,0,0,1,1
CC(=O)N(C)CC1=C[NH]N=C1,3,0,1,0,1,0,1,0
O=C(NC1=CC=CC=C1)NC1CC2CCC1C2,2,0,1,0,1,0,1,2
C1=CC=C(NC2=NC=CN=C2)C=C1,3,0,0,0,0,0,2,0
CNC(=O)C1=C(F)C=CC=C1,1,0,1,1,1,0,1,0
CC(=O)NCCC1CCCNC1,2,0,1,0,1,0,0,1
NC(=O)NCC1CCCCO1,2,0,2,0,1,0,0,1
OC1=C2OCCNCC2=CC=C1,1,0,2,0,0,0,1,1
CNC(=O)CSC1=NN=CN1C,4,1,1,0,1,0,1,0
CS(=O)(=O)C1CCCNC1,1,1,2,0,2,0,0,1
CCNC1=NC(N)=NC=C1,4,0,0,0,0,0,1,0
ClC1=CC(N2CCCCC2)=CC=C1,1,0,0,1,0,0,1,1
CN(C)C(=O)C1=CSC=C1,1,1,1,0,1,0,1,0
CC1CC2=CC=CC=C2N1C,1,0,0,0,0,0,1,1
NN1C=NN=C1C1=CC=C(O)C=C1,4,0,1,0,0,0,2,0
C=C(C)CN,1,0,0,0,1,0,0,0
CC1=N[NH]C(=O)[NH]1,3,0,1,0,1,0,1,0
O=C(NC1=CC=CC=C1)NC1CC1,2,0,1,0,1,0,1,1
CC(=O)N1CC2CCCCC2C1,1,0,1,0,1,0,0,2
CC(NC(N)=O)C1=CCCO1,2,0,2,0,2,0,0,1
CNCC1=CCCN1,2,0,0,0,1,0,0,1
O=[SH](=O)C1=CC=C2OC=NC2=C1,1,1,3,0,2,0,2,0
CC1=CC=CC=C1NC(=O)N(C)C,2,0,1,0,1,0,1,0
C1=N[NH]C(C2=N[NH]C=C2)=N1,5,0,0,0,0,0,2,0
C1=CCN(C2=CC=NC=N2)CC1,3,0,0,0,1,0,1,1
O=CN1CCC2=NOC=C2C1,2,0,2,0,1,0,1,1
CC1=NOC(CO)=C1,1,0,2,0,0,0,1,0
O=[SH](=O)NCC1CCCCO1,1,1,3,0,2,0,0,1
NC(=O)C1=C2N=CC=CN2N=C1,4,0,1,0,1,0,2,0
CC(C)CCO,0,0,1,0,0,0,0,0
FC1=CC=C(CNC2=CC=CC=C2)C=C1,1,0,0,1,0,0,2,0
NS(=O)(=O)C1CNC1,2,1,2,0,2,0,0,1
O=C(NCCO)C1CCNCC1,2,0,2,0,1,0,0,1
SC1=CC=CC2=NC=CC=C12,1,1,0,0,0,0,2,0
NC1=CC2=C(C=C1)OCO2,1,0,2,0,0,0,1,1
C1=NOC(C2CCCC2)=N1,2,0,1,0,0,0,1,1
CCNCC1=CN=CS1,2,1,0,0,0,0,1,0
O=C(NCC1=CC=NC=C1)NC1=CC=CC=C1,3,0,1,0,1,0,2,0
CC1=CSC(C2=CC=C(N)C=C2)=N1,2,1,0,0,0,0,2,0
C1=CC2=N[NH]C=C2CC1,2,0,0,0,1,0,1,1
O=C(NC1=CC=C(F)C=C1)C1=CC=CC=C1,1,0,1,1,1,0,2,0
C1=CC=C2C(=C1)NCC21CCNCC1,2,0,0,0,0,0,1,2
CC1CNCCC1=O,1,0,1,0,1,0,0,1
CC1=CC=CC=C1NC(=O)C1=NC=CCC1,2,0,1,0,3,0,1,1
CCN(C)C(=O)NC1=CC=CN=C1,3,0,1,0,1,0,1,0
C1=NSC(N2CCCCC2)=N1,3,1,0,0,0,0,1,1
O=CN1CCC2(CC1)CNC1=CC=CC=C12,2,0,1,0,1,0,1,2
CNC(=O)N(C)C(C)C,2,0,1,0,1,0,0,0
CC(=O)OCC1=N[NH]C=N1,3,0,2,0,1,0,1,0
NCC1CCCOC1,1,0,1,0,0,0,0,1
O=CNCCC1CCNCC1,2,0,1,0,1,0,0,1
OCCC1=C[NH]N=C1,2,0,1,0,0,0,1,0
NCC(=O)NC1CNC(=O)C1,3,0,2,0,2,0,0,1
C1CNC2CCOCC2C1,1,0,1,0,0,0,0,2
O=C1C=CC=CC1,0,0,1,0,3,0,0,1
O=C(NCC1=NC=N[NH]1)C1=CC=CC=C1,4,0,1,0,1,0,2,0
CCN(C)C(=O)NC1=CC=CC=N1,3,0,1,0,1,0,1,0
O=[SH](=O)C1=CC=NC=C1,1,1,2,0,2,0,1,0
O=CCC1=CC=C(S)C=C1,0,1,1,0,1,0,1,0
NC1=CC=CC2=CC=CN=C12,2,0,0,0,0,0,2,0
O=CNCC1=CN=C[NH]1,3,0,1,0,1,0,1,0
O=C(O)C1=CC=CNC1,1,0,2,0,3,0,0,1
CC(=O)OCC1=CSC=N1,1,1,2,0,1,0,1,0
NS(=O)(=O)CCO,1,1,3,0,2,0,0,0
CN1CCC(N2C=CC=N2)CC1,3,0,0,0,0,0,1,1
OC1CC=CNC1,1,0,1,0,1,0,0,1
O=CCN1CCN=N1,3,0,1,0,2,0,0,1
CN(C=O)CC1=NN=CN1C,4,0,1,0,1,0,1,0
CC1CN(C(=O)CN)CCO1,2,0,2,0,1,0,0,1
CC1=CC=C(NC(=O)C2CCCN2)C=C1,2,0,1,0,1,0,1,1
NC1=CC(C2=NC=CS2)=CC=C1,2,1,0,0,0,0,2,0
ClC1=CC=CC(C2=N[NH]C=N2)=C1,3,0,0,1,0,0,2,0
NCC(=O)NC1=CC=C(N)C=C1,3,0,1,0,1,0,1,0
O=C(CO)NC1=CC(F)=CC=C1,1,0,2,1,1,0,1,0
C1=CC2=C[NH]C=C2S1,1,1,0,0,0,0,2,0
CCC1CCCN(C(C)=O)C1,1,0,1,0,1,0,0,1
NCC1=CC=C2NCCC2=C1,2,0,0,0,0,0,1,1
CCC1=NN(C)C(C)=C1,2,0,0,0,0,0,1,0
NC(=O)C1=CC2=C(CCN2)S1,2,1,1,0,1,0,1,1
C1CCC(N2CCOCC2)CC1,1,0,1,0,0,0,0,2
OC1=CC(C2=NC=NO2)=CC=C1,2,0,2,0,0,0,2,0
CC(=O)N1CCCC(C2=NN=C[NH]2)C1,4,0,1,0,1,0,1,1
CC1=COC(C(N)=O)=C1,1,0,2,0,1,0,1,0
O=C(NCC1=NC=CC=N1)C1=CC=CC=C1,3,0,1,0,1,0,2,0
O=C(C1=CC=CN=C1)N1CCC1,2,0,1,0,1,0,1,1
CNCC1=NN(C)CC1,3,0,0,0,1,0,0,1
CCCC(=O)N1CCCC1C,1,0,1,0,1,0,0,1
O=C(NCCO)C1=NOC=C1,2,0,3,0,1,0,1,0
O=C1C=CN=C2NCCN21,3,0,1,0,1,0,1,1
C1=N[NH]C(CN2CCNCC2)=N1,5,0,0,0,0,0,1,1
C1=N[NH]C2=C1CNC2,3,0,0,0,0,0,1,1
CC(C)SC1=NN=CN1C,3,1,0,0,0,0,1,0
CCC1=CC(NC(C)=O)=CC=C1,1,0,1,0,1,0,1,0
NC(=O)C1=CC=C(N)S1,2,1,1,0,1,0,1,0
CC1=C(CN)C=CS1,1,1,0,0,0,0,1,0
CN(CC=O)C(N)=O,2,0,2,0,2,0,0,0
NC(=O)COC1=CC=C(F)C=C1,1,0,2,1,1,0,1,0
C#CC(=O)NC(C)C,1,0,1,0,1,1,0,0
CC1=NOC(C(C)C)=N1,2,0,1,0,0,0,1,0
CCCC1=CC=CC=C1N,1,0,0,0,0,0,1,0
NC1=CC=CC(C2=CSC=N2)=C1,2,1,0,0,0,0,2,0
CC(C=O)N1N=CN=N1,4,0,1,0,1,0,1,0
NS(=O)(=O)C1=CN=CN=C1,3,1,2,0,2,0,1,0
CC(=O)NC1=CC=CC(CS)=C1,1,1,1,0,1,0,1,0
NC1=CC=C(C2=NOC=N2)C=C1,3,0,1,0,0,0,2,0
CCCNC1=CC=CN=N1,3,0,0,0,0,0,1,0
CC1=CC=CC(C2=C[NH]N=N2)=C1,3,0,0,0,0,0,2,0
CC1=CC(C2=C[NH]N=N2)=CC=C1,3,0,0,0,0,0,2,0
NC(=O)NCC1=CC=CO1,2,0,2,0,1,0,1,0
CCNC(=O)NCC1=NC=CS1,3,1,1,0,1,0,1,0
NCC(=O)NC1=CC=C(O)C=C1,2,0,2,0,1,0,1,0
CC(=O)N1CCCC2(CNCCOC2)C1,2,0,2,0,1,0,0,2
FC1=CC(C2=C[NH]N=N2)=CC=C1,3,0,0,1,0,0,2,0
O=CN1CCC2(CCN2)C1,2,0,1,0,1,0,0,2
O=CNC1=CC=C2N=COC2=C1,2,0,2,0,1,0,2,0
CCN(C)C(=O)C1=CC=CN1C,2,0,1,0,1,0,1,0
O=CC1=CC=C2C=NC=NC2=C1,2,0,1,0,1,0,2,0
O=CC1=CSN=N1,2,1,1,0,1,0,1,0
