0,nN,nS,nO,nX,nBondsD,nBondsT,naRing,nARing
id1533945,1,0,0,1,0,0,1,0
id1533948,1,0,0,1,0,0,1,1
id1533950,1,0,0,1,0,0,1,0
id1533951,1,0,0,1,0,0,1,0
id1533953,1,0,0,1,0,0,1,0
id1533954,1,0,0,1,0,0,1,1
id1533957,1,0,1,1,0,0,1,1
id1533958,1,0,1,1,0,0,1,1
id1533971,1,0,1,1,0,0,1,1
id1533972,1,0,1,1,0,0,1,1
id1533975,1,0,1,1,0,0,1,1
id1533978,1,0,1,1,0,0,1,1
id1533979,1,0,1,1,0,0,1,1
id1533981,1,0,1,1,0,0,1,1
id1533984,1,1,1,0,0,0,1,1
id1533985,1,0,0,0,0,0,1,0
id1533986,1,0,0,0,0,1,1,0
id1533989,1,1,1,0,1,1,1,1
id1533996,1,0,1,0,0,0,1,0
id1534005,1,0,0,1,0,0,1,0
id1534006,1,0,0,1,0,0,1,0
id1534007,1,0,0,1,0,0,1,0
id1534008,1,0,0,1,0,0,1,1
id1534009,1,0,0,1,0,0,1,1
id1534010,1,0,0,1,0,0,1,1
id1534012,1,0,0,1,0,0,1,1
id1534013,1,0,0,1,0,0,1,1
id1534014,1,0,0,1,0,0,1,1
id1534015,1,0,0,1,0,0,1,1
id1534016,1,0,0,1,0,0,1,1
id1534017,1,0,0,1,0,0,1,0
id1534018,1,0,0,1,0,0,1,0
id1534023,1,0,1,1,0,0,1,1
id1534025,1,1,0,1,0,0,1,1
id1534026,1,1,0,1,0,0,1,1
id1534027,1,1,0,1,0,0,1,1
id1534028,1,1,0,1,0,0,1,1
id1534029,1,0,0,1,0,0,1,1
id1534034,1,0,0,0,0,0,1,1
id1534051,1,0,1,0,0,1,1,1
id1534060,0,1,1,0,1,0,1,0
id1534062,1,1,1,1,0,0,1,0
id1534063,1,0,0,1,0,1,1,1
id1534066,1,0,0,1,0,0,1,1
id1534067,1,0,0,1,0,0,1,1
id1534068,1,0,0,1,0,0,1,1
id1534069,1,0,0,1,0,0,1,1
id1534070,1,0,0,1,0,0,1,1
id1534138,1,1,1,1,1,0,1,0
id1534156,1,1,0,1,0,0,1,0
id1534157,1,0,0,1,0,0,1,1
id1534171,1,1,1,0,1,0,1,1
id1534178,1,0,1,0,0,1,1,0
id1534186,1,1,1,0,1,1,1,1
id1534198,1,0,1,0,1,1,1,0
id1534224,1,0,1,0,1,0,0,1
id1534230,1,0,1,0,1,0,1,1
id1534234,1,0,1,0,0,0,1,0
id1534312,1,0,1,0,1,0,1,1
id1534388,1,0,1,1,1,0,1,0
id1534398,1,0,1,0,1,1,1,0
id1534404,1,0,1,0,0,0,1,0
id1534407,1,0,1,1,1,1,1,0
id1534412,1,0,1,0,1,1,1,0
id1534415,1,0,1,1,1,1,1,0
id1534418,1,0,1,1,1,1,1,0
id1534419,1,0,1,1,1,1,1,0
id1534420,1,0,1,0,1,1,1,0
id1534424,1,0,0,0,0,0,1,0
id1534429,1,1,1,0,1,1,1,0
id1534433,1,1,0,1,0,1,1,0
id1534434,1,0,1,1,1,1,1,0
id1534436,1,0,0,1,0,1,1,0
id1534437,1,1,0,0,0,1,1,0
id1534438,1,1,1,0,1,1,1,0
id1534439,1,0,1,0,1,1,1,0
id1534442,1,0,1,1,1,1,1,0
id1534447,1,0,1,1,1,1,1,0
id1534450,1,0,0,1,0,0,1,0
id1534460,1,0,1,1,1,1,1,0
id1534470,1,0,1,1,1,1,1,0
id1534471,1,0,1,1,1,1,1,0
id1534487,1,1,1,1,0,0,1,0
id1534491,1,1,1,0,1,1,1,1
id1534497,1,0,1,1,1,0,1,0
id1534521,1,0,1,1,1,0,1,1
id1534530,1,0,1,1,0,0,1,0
id1534546,1,0,1,1,1,1,1,0
id1534570,1,0,1,1,1,1,1,0
id1534573,1,1,1,0,0,0,1,1
id1534666,0,1,1,1,1,0,1,0
id1534667,0,0,1,1,1,0,1,0
id1534680,1,0,1,1,1,0,1,1
id1534684,1,0,1,0,0,0,1,1
id1534704,1,0,0,1,0,0,1,0
id1534707,1,0,0,1,0,0,1,0
id1534716,1,0,0,1,0,0,1,0
id1534717,1,0,0,1,0,0,1,0
id1534719,1,0,0,1,0,0,1,0
id1534723,1,0,0,1,0,0,1,0
id1534726,1,0,0,1,0,0,1,0
id1534729,1,0,0,1,0,0,1,0
id1534730,1,0,0,1,0,0,1,0
id1534731,1,0,0,1,0,0,1,0
id1534732,1,0,0,1,0,0,1,0
id1534733,1,0,0,1,0,0,1,0
id1534734,1,0,0,1,0,0,1,0
id1534735,1,0,0,1,0,0,1,0
id1534738,1,0,0,1,0,0,1,0
id1534739,1,0,0,1,0,0,1,0
id1534741,1,0,1,1,0,0,1,0
id1534744,1,0,1,1,0,0,1,0
id1534750,1,0,1,1,0,0,1,0
id1534751,1,0,1,1,0,0,1,0
id1534758,1,0,0,1,0,1,1,0
id1534760,1,0,0,1,0,1,1,0
id1534762,1,0,0,1,0,0,1,0
id1534764,1,0,0,1,0,0,1,0
id1534765,1,0,0,1,0,0,1,0
id1534766,1,0,0,1,0,0,1,0
id1534769,1,0,0,1,0,0,1,0
id1534770,1,0,0,1,0,0,1,0
id1534772,1,0,0,1,0,0,1,0
id1534773,1,0,0,1,0,0,1,0
id1534775,1,0,1,1,0,0,1,0
id1534778,0,0,1,1,1,0,1,1
id1534779,0,0,1,1,1,0,1,1
id1534780,0,0,1,1,1,0,1,1
id1534782,1,0,1,1,0,0,1,1
id1534789,0,0,1,1,1,0,1,1
id1534790,0,0,1,1,1,0,1,1
id1534791,0,0,1,1,1,0,1,1
id1534799,1,1,0,1,0,0,1,0
id1534815,1,1,0,1,0,0,1,0
id1534816,1,1,0,1,0,0,1,0
id1534817,1,1,0,1,0,0,1,0
id1534822,1,0,1,1,0,0,1,1
id1534827,0,0,1,1,1,0,1,1
id1534828,0,0,1,1,1,0,1,1
id1534831,1,0,1,1,0,0,1,1
id1534841,1,0,1,1,1,0,0,1
id1534842,1,0,0,1,0,0,1,0
id1534843,1,0,0,1,0,0,1,0
id1534846,1,0,0,1,0,0,1,0
id1534851,1,0,1,1,0,0,1,0
id1534856,1,1,0,1,0,0,1,0
id1534867,1,0,0,1,0,0,1,1
id1534868,1,0,0,1,0,0,1,1
id1534869,1,1,0,1,0,0,1,1
id1534870,1,0,0,1,0,0,1,1
id1534876,1,1,0,1,0,0,1,0
id1534877,1,1,0,1,0,0,1,0
id1534879,1,1,0,1,0,0,1,0
id1534880,1,1,1,1,0,0,1,0
id1534881,1,1,1,1,0,0,1,0
id1534882,1,1,1,1,0,0,1,0
id1534893,0,1,1,0,1,0,1,0
id1534896,0,1,1,0,1,0,1,0
id1534897,0,1,1,0,1,0,1,0
id1534898,1,0,0,1,0,0,1,0
id1534900,1,0,0,1,0,0,1,1
id1534901,1,0,0,1,0,0,1,1
id1534903,1,0,0,1,0,0,1,1
id1534904,1,0,0,1,0,0,1,1
id1534905,1,1,0,1,0,1,1,0
id1534906,1,1,0,1,0,0,1,0
id1534907,1,1,0,1,0,0,1,0
id1534908,1,1,0,1,0,0,1,0
id1534909,1,1,0,1,0,0,1,0
id1534910,1,1,0,1,0,0,1,0
id1534912,1,1,0,1,0,0,1,0
id1534913,1,1,0,1,0,0,1,0
id1534939,1,1,0,1,0,1,1,0
id1534940,1,1,0,1,0,1,1,0
id1534941,1,1,0,1,0,0,1,0
id1534942,1,1,0,1,0,0,1,0
id1534943,1,0,0,1,0,0,1,1
id1534945,1,0,0,1,0,0,1,0
id1534947,1,0,0,1,0,0,1,1
id1534948,1,0,0,1,0,0,1,0
id1534952,1,0,1,1,0,0,1,1
id1534953,1,0,1,1,1,0,1,0
id1534955,1,0,1,1,1,0,1,1
id1534957,1,0,1,1,0,0,1,1
id1534974,1,0,1,1,0,0,1,1
id1534976,1,1,1,0,1,0,1,1
id1534977,1,0,1,1,0,0,1,1
id1534978,1,1,1,0,0,0,1,1
id1534980,0,1,1,0,0,0,1,1
id1534981,1,0,1,1,0,0,1,1
id1534983,1,1,1,0,0,0,1,1
id1534984,0,1,1,1,0,0,1,0
id1535002,0,0,1,1,0,0,1,1
id1535004,1,0,0,1,0,0,1,0
id1535006,1,0,0,1,0,0,1,0
id1535008,1,0,1,1,0,0,1,0
id1535011,1,0,1,1,0,0,1,0
id1535013,1,0,1,1,0,0,1,0
id1535018,1,0,1,1,0,0,1,0
id1535023,1,0,1,1,0,0,1,0
id1535025,1,0,1,1,0,0,1,0
id1535033,1,0,1,1,0,0,1,0
id1535060,0,1,1,0,1,0,1,0
id1535061,0,1,1,0,1,0,1,0
id1535062,0,1,1,0,1,0,1,0
id1535063,0,1,1,0,1,0,1,0
id1535064,0,1,1,0,1,0,1,0
id1535068,1,0,0,1,0,0,1,1
id1535069,1,0,0,1,0,0,1,0
id1535070,1,0,0,1,0,0,1,1
id1535071,1,0,0,1,0,0,1,1
id1535075,1,0,0,1,0,0,1,1
id1535076,1,0,0,1,0,0,1,1
id1535077,1,0,0,1,0,0,1,1
id1535080,1,0,0,1,0,0,1,0
id1535081,1,0,0,1,0,0,1,0
id1535082,1,0,0,1,0,0,1,0
id1535083,1,0,0,1,0,0,1,1
id1535084,1,0,0,1,0,0,1,1
id1535085,1,0,1,1,1,1,1,0
id1535088,1,0,0,1,0,0,1,0
id1535091,1,0,1,1,0,0,1,1
id1535093,1,0,1,1,0,0,1,1
id1535095,1,0,1,1,1,0,1,1
id1535105,1,0,0,1,0,0,1,0
id1535112,1,0,0,1,0,0,1,0
id1535113,1,0,0,1,0,0,1,0
id1535114,1,0,0,1,0,0,1,0
id1535116,1,0,0,1,0,0,1,0
id1535120,1,0,1,1,0,0,1,0
id1535123,1,0,1,1,0,0,1,0
id1535127,1,0,1,1,0,0,1,0
id1535129,1,0,1,1,0,0,1,0
id1535137,1,0,1,1,0,0,1,0
id1535143,1,0,1,1,0,0,1,0
id1535145,1,0,1,1,0,0,1,0
id1535146,1,0,1,1,0,0,1,0
id1535148,1,0,1,1,0,0,1,0
id1535150,1,0,1,1,0,0,1,0
id1535151,1,0,1,1,0,0,1,0
id1535153,1,0,1,1,0,0,1,0
id1535155,1,0,1,1,1,0,1,1
id1535156,1,0,1,1,1,0,1,1
id1535159,1,0,0,0,0,0,1,1
id1535162,1,1,1,0,1,1,1,0
id1535164,1,0,0,1,0,0,1,1
id1535165,1,0,0,1,0,0,1,1
id1535166,1,0,0,1,0,0,1,1
id1535167,1,0,0,1,0,0,1,1
id1535168,1,0,0,1,0,0,1,1
id1535169,1,0,0,1,0,0,1,1
id1535170,1,0,0,1,0,0,1,1
id1535171,1,0,0,1,0,0,1,1
id1535172,1,0,0,1,0,0,1,1
id1535173,1,0,0,1,0,0,1,1
id1535175,1,0,0,1,0,0,1,0
id1535176,1,0,0,1,0,0,1,0
id1535177,1,0,0,1,0,0,1,0
id1535179,1,0,0,1,0,0,1,0
id1535180,1,0,0,1,0,0,1,0
id1535182,1,0,0,1,0,0,1,0
id1535183,1,0,0,1,0,0,1,0
id1535186,1,0,0,1,0,0,1,0
id1535187,1,0,0,1,0,0,1,0
id1535188,1,0,0,1,0,0,1,0
id1535190,1,0,0,1,0,0,1,0
id1535191,1,0,0,1,0,0,1,0
id1535193,1,0,0,1,0,0,1,0
id1535196,1,0,0,1,0,0,1,0
id1535197,1,0,0,1,0,0,1,0
id1535217,1,0,1,1,0,0,1,0
id1535222,1,0,1,1,0,0,1,1
id1535223,1,0,0,1,0,0,1,0
id1535233,1,0,0,1,0,1,1,0
id1535234,1,0,0,1,0,1,1,0
id1535236,1,0,0,1,0,0,1,0
id1535237,1,0,0,1,0,1,1,0
id1535240,1,0,0,1,0,1,1,0
id1535241,1,0,0,1,0,0,1,0
id1535243,1,0,0,1,0,0,1,0
id1535244,1,1,1,0,1,0,1,1
id1535245,1,0,0,1,0,1,1,0
id1535246,1,0,0,1,0,1,1,0
id1535247,1,0,0,1,0,1,1,0
id1535248,1,0,0,1,0,1,1,0
id1535249,1,0,0,1,0,1,1,0
id1535250,1,0,0,1,0,0,1,0
id1535252,1,0,0,1,0,0,1,0
id1535253,1,0,0,1,0,0,1,0
id1535254,1,0,0,1,0,1,1,0
id1535255,1,0,0,1,0,0,1,1
id1535256,1,0,0,1,0,0,1,1
id1535257,1,0,0,1,0,0,1,1
id1535261,1,0,0,1,0,0,1,0
id1535263,1,0,0,1,0,0,1,0
id1535305,1,1,1,1,1,0,1,1
id1535306,1,1,1,1,1,0,1,1
id1535313,1,1,1,0,0,0,1,0
id1535315,1,1,1,0,0,0,1,0
id1535339,0,0,1,0,1,0,1,0
id1535340,0,0,1,1,1,0,1,0
id1535343,0,0,1,0,1,0,1,1
id1535344,0,0,1,0,1,0,1,1
id1535349,1,0,1,0,1,1,1,0
id1535358,0,0,1,0,1,0,1,0
id1535366,1,0,1,1,1,0,1,0
id1535372,0,0,1,0,1,0,1,1
id1535384,1,0,1,0,1,0,1,1
id1535400,0,0,1,1,1,0,1,1
id1535404,1,1,1,1,1,1,1,0
id1535410,1,0,1,1,1,0,1,1
id1535451,1,1,1,0,0,0,1,0
id1535454,1,1,1,0,0,0,1,0
id1535455,0,1,1,1,1,0,1,0
id1535456,0,1,1,1,1,0,1,0
id1535497,1,1,1,0,0,0,1,1
id1535499,1,0,1,0,0,0,1,0
id1535501,1,1,1,0,0,0,1,1
id1535506,1,0,1,1,1,0,0,1
id1535509,1,1,1,1,1,0,1,1
id1535516,1,0,1,0,1,0,0,1
id1535520,1,1,1,1,0,0,1,0
id1535531,0,0,1,1,1,0,1,1
id1535532,0,0,1,0,1,0,1,1
id1535533,0,0,1,0,1,0,1,1
id1535534,0,1,1,0,1,0,1,1
id1535536,0,1,1,0,1,0,1,1
id1535537,0,1,1,0,1,0,1,1
id1535539,0,0,1,1,1,0,1,1
id1535540,0,0,1,0,1,0,1,1
id1535541,0,1,1,0,1,0,1,1
id1535544,0,1,1,1,1,0,1,1
id1535556,1,1,0,1,0,0,1,1
id1535568,1,1,1,0,1,1,1,1
id1535585,0,0,1,0,1,0,1,1
id1535598,1,1,1,0,1,0,1,1
id1535618,1,1,1,1,1,0,1,1
id1535625,1,1,0,0,0,0,1,0
id1535627,1,0,0,1,0,0,1,1
id1535630,1,1,0,0,0,0,1,0
id1535640,1,0,0,1,0,0,1,1
id1535641,1,1,0,1,0,0,1,0
id1535645,1,0,1,0,1,0,0,1
id1535648,1,0,0,1,0,0,1,1
id1535649,1,1,0,0,0,0,1,0
id1535650,1,0,1,0,1,0,0,1
id1535653,1,0,1,0,1,1,1,0
id1535672,1,1,1,1,1,0,1,0
id1535740,1,1,1,0,0,1,1,1
id1535742,1,1,0,0,0,1,1,1
id1535771,1,1,1,0,1,1,1,1
id1535783,1,0,1,1,1,1,1,0
id1535793,1,0,1,1,1,1,0,1
id1535794,1,1,1,0,1,1,1,1
id1535811,1,0,1,1,1,0,0,1
id1535812,1,0,1,0,1,0,0,1
id1535816,1,0,1,0,1,0,0,1
id1535818,0,0,1,1,1,0,1,0
id1535822,0,0,1,1,1,0,1,0
id1535823,1,0,1,0,1,0,0,1
id1535824,0,0,1,0,1,0,1,0
id1535825,0,0,1,0,1,0,1,1
id1535826,0,1,1,0,1,0,1,0
id1535829,0,0,1,1,1,0,1,1
id1535835,1,1,1,0,1,1,1,0
id1535837,1,1,1,1,1,1,1,0
id1535840,1,0,1,0,1,0,1,1
id1535842,0,0,1,0,1,0,1,1
id1535845,0,1,1,1,1,0,1,0
id1535846,0,1,1,1,1,0,1,0
id1535851,0,0,1,1,1,0,1,1
id1535853,0,0,1,1,1,0,1,0
id1535922,1,0,1,0,1,0,0,1
id1535925,1,0,1,0,1,1,1,0
id1535927,1,0,1,1,1,0,1,0
id1535947,1,0,1,1,1,0,1,0
id1535963,1,1,1,0,1,0,0,1
id1535972,1,1,1,0,1,0,0,1
id1535973,1,1,1,0,1,0,0,1
id1535978,1,1,1,0,1,0,0,1
id1535998,1,0,1,1,1,0,0,1
id1536019,0,0,1,1,1,0,1,0
id1536021,0,0,1,0,1,0,1,1
id1536025,0,0,1,0,1,0,0,1
id1536030,0,0,1,1,1,0,1,0
id1536031,0,0,1,1,1,0,1,0
id1536042,1,0,1,0,1,1,1,0
id1536052,0,0,1,1,1,0,1,1
id1536058,1,1,1,0,1,0,0,1
id1536091,1,1,1,0,1,1,1,1
id1536112,1,1,1,0,1,0,0,1
id1536121,1,1,1,0,1,0,0,1
id1536122,1,1,1,0,1,0,0,1
id1536123,1,1,1,0,1,0,0,1
id1536132,1,0,0,1,0,0,1,0
id1536133,1,1,0,0,0,0,1,0
id1536135,1,1,1,0,1,1,1,1
id1536161,1,1,1,0,1,0,0,1
id1536170,1,1,1,1,1,0,1,1
id1536186,1,0,1,1,1,0,1,0
id1536188,1,0,1,0,0,0,1,1
id1536195,1,1,1,1,1,1,1,0
id1536207,1,0,1,1,1,0,0,1
id1536222,1,0,1,0,0,0,1,1
id1536225,1,0,1,1,1,0,0,1
id1536236,1,0,1,0,1,0,1,1
id1536249,1,0,1,1,1,1,1,0
id1536251,1,0,1,1,1,1,0,1
id1536256,1,1,1,1,1,0,1,0
id1536259,0,0,1,0,1,0,1,1
id1536269,1,0,1,0,1,0,1,1
id1536292,1,0,1,1,1,0,1,1
id1536295,0,1,1,1,1,0,1,0
id1536310,1,0,1,0,1,0,0,1
id1536330,1,0,1,0,1,0,0,1
id1536370,1,1,1,1,1,0,1,1
id1536399,1,0,1,0,1,0,1,1
id1536403,1,0,1,1,1,0,0,1
id1536408,1,0,1,1,1,0,0,1
id1536411,1,0,1,1,1,0,1,0
id1536437,0,0,1,1,1,0,1,0
id1536439,0,0,1,1,1,0,1,0
id1536440,1,1,0,0,1,0,1,0
id1536486,0,1,1,1,1,0,1,0
id1536494,1,0,1,1,1,0,1,0
id1536516,1,0,1,1,0,0,1,1
id1536528,1,0,1,1,1,1,1,0
id1536535,1,1,1,1,1,0,1,1
id1536542,1,1,1,1,1,1,1,0
id1536547,1,1,1,1,1,0,1,0
id1536549,1,1,1,0,0,1,1,1
id1536556,1,1,0,1,0,0,1,0
id1536570,1,0,1,1,1,1,1,0
id1536577,0,1,1,0,1,0,1,1
id1536611,1,0,1,1,1,0,1,1
id1536649,1,0,1,1,1,0,1,0
id1536650,1,0,1,0,0,1,1,0
id1536652,1,0,1,1,1,0,1,1
id1536655,1,1,1,0,1,1,1,1
id1536656,1,0,1,1,1,1,1,0
id1536685,1,1,0,0,0,1,1,0
id1536695,1,0,1,1,1,0,1,1
id1536700,1,1,0,0,0,0,1,0
id1536707,1,1,0,1,0,0,1,0
id1536721,1,0,1,1,0,0,1,1
id1536730,1,0,0,0,0,0,1,1
id1536735,1,1,1,0,1,1,1,1
id1536762,1,1,1,0,1,1,1,1
id1536807,1,1,1,0,1,1,1,1
id1536808,1,1,1,0,1,1,1,1
id1536817,1,1,1,0,0,0,1,0
id1536819,1,1,1,0,1,1,1,0
id1536823,1,1,0,1,0,0,1,0
id1536838,1,1,1,1,1,1,1,0
id1536850,1,0,0,1,0,0,1,1
id1536878,1,1,1,0,0,0,1,0
id1536890,1,0,1,1,1,0,1,1
id1536901,1,0,1,0,0,0,1,1
id1536926,1,1,1,1,1,0,1,1
id1536930,1,0,1,1,1,0,1,0
id1536933,1,1,1,0,0,0,1,1
id1536936,1,1,1,0,0,0,1,0
id1536957,1,1,1,0,1,1,1,1
id1536961,1,1,1,1,1,0,1,0
id1536962,1,1,1,0,1,1,1,1
id1536971,1,1,1,1,1,0,1,0
id1536975,1,0,1,1,1,0,1,0
id1537021,1,1,1,0,1,0,1,1
id1537027,1,1,1,1,1,0,1,1
id1537031,1,0,1,0,1,0,1,1
id1537032,1,1,1,0,1,1,1,1
id1537041,1,0,1,1,1,0,1,1
id1537065,1,0,0,1,0,1,1,0
id1537067,1,1,1,0,1,0,0,1
id1537068,1,1,0,1,0,0,1,0
id1537071,1,1,1,1,1,1,1,0
id1537085,1,0,0,0,0,0,1,0
id1537086,1,1,0,1,0,0,1,0
id1537090,1,0,1,1,0,0,1,0
id1537094,1,0,1,1,0,0,1,1
id1537102,1,1,0,1,0,0,1,0
id1537106,1,0,0,1,0,0,1,1
id1537114,1,1,0,0,0,0,1,0
id1537120,1,1,0,1,0,0,1,1
id1537131,1,1,1,1,1,0,1,1
id1537152,1,0,1,1,1,0,1,0
id1537189,1,0,0,0,0,0,1,0
id1537192,1,1,1,1,0,0,1,0
id1537193,1,0,0,0,0,0,1,1
id1537207,1,0,1,0,0,1,1,0
id1537217,1,0,1,0,1,0,0,1
id1537222,1,1,0,1,0,0,1,0
id1537223,1,1,0,1,0,0,1,0
id1537224,1,0,0,1,0,0,1,0
id1537243,1,1,1,0,1,1,1,1
id1537247,1,1,1,1,0,0,1,1
id1537257,1,0,0,1,0,0,1,1
id1537260,1,1,0,0,0,0,1,0
id1537261,1,1,0,1,0,0,1,0
id1537295,1,0,1,1,1,0,1,0
id1537299,1,1,1,1,1,1,1,0
id1537300,1,1,1,1,1,1,1,0
id1537301,1,1,1,1,1,1,1,0
id1537322,0,0,1,1,0,0,1,1
id1537324,1,1,1,0,1,1,1,0
id1537330,1,1,0,1,0,0,1,0
id1537333,1,0,1,1,1,0,1,1
id1537348,1,0,0,0,0,1,1,0
id1537350,1,0,1,1,0,0,1,1
id1537355,1,0,0,1,0,0,1,1
id1537364,1,1,1,0,1,1,1,0
id1537375,1,0,1,1,1,0,1,1
id1537394,1,0,1,1,1,0,1,1
id1537446,1,1,1,1,0,0,1,0
id1537468,1,0,1,0,0,0,1,1
id1537532,1,0,1,1,1,0,1,0
id1537539,0,0,1,1,1,0,1,0
id1537604,0,1,1,1,1,0,1,1
id1537608,0,1,1,1,1,0,1,1
id1537633,1,1,1,1,1,1,1,0
id1537707,1,1,1,0,1,0,1,1
id1537712,1,1,1,1,1,0,1,0
id1537736,1,0,1,1,1,0,1,1
id1537743,1,1,1,0,1,0,1,1
id1537749,1,0,1,0,1,0,1,1
id1537772,1,0,1,0,1,0,0,1
id1537781,1,1,1,0,0,0,1,1
id1537784,1,1,1,0,0,0,1,1
id1537825,1,0,1,1,1,0,0,1
id1537829,0,1,1,1,1,0,1,0
id1537837,1,0,1,1,1,0,0,1
id1537862,1,1,1,0,1,0,1,1
id1537864,0,1,1,0,1,0,1,0
id1537865,0,1,1,0,1,0,1,0
id1537867,1,1,1,1,1,0,1,1
id1537872,0,1,1,0,1,0,1,0
id1537890,1,0,1,0,1,1,1,0
id1537921,1,1,1,1,1,0,1,0
id1537937,1,1,1,1,1,0,1,0
id1537956,1,1,1,1,1,0,1,0
id1537988,1,1,1,1,1,0,1,1
id1537990,1,1,1,1,1,0,1,0
id1538012,1,0,1,1,1,0,1,0
id1538027,1,0,1,1,0,0,1,1
id1538036,0,0,1,0,1,0,1,1
id1538037,1,0,1,1,1,0,1,1
id1538040,0,0,1,1,1,0,1,1
id1538042,0,0,1,1,1,0,1,1
id1538043,0,0,1,1,1,0,1,1
id1538056,1,0,1,1,1,0,0,1
id1538088,1,1,1,0,1,0,1,1
id1538105,1,1,1,1,1,1,1,0
id1538109,1,1,1,0,1,0,0,1
id1538120,1,0,0,0,0,0,1,0
id1538121,1,1,0,1,0,0,1,1
id1538130,0,1,1,0,1,1,1,0
id1538133,1,1,1,0,0,1,1,0
id1538149,1,0,0,0,0,0,1,1
id1538155,1,1,1,1,0,0,1,1
id1538167,1,0,1,1,0,0,1,0
id1538187,1,1,1,1,1,1,1,0
id1538192,1,0,0,1,0,1,1,0
id1538207,1,0,1,0,0,1,1,1
id1538209,1,1,1,0,1,1,1,1
id1538212,1,0,0,1,0,0,1,1
id1538214,1,0,1,0,1,0,1,1
id1538218,1,0,0,1,0,0,1,0
id1538219,1,0,1,0,0,0,1,0
id1538227,1,1,1,0,1,1,1,1
id1538233,1,1,1,1,0,0,1,1
id1538236,1,1,0,1,0,0,1,1
id1538245,1,0,1,0,0,0,1,1
id1538251,1,0,1,1,1,0,0,1
id1538254,1,1,1,0,0,0,1,0
id1538255,1,0,0,0,0,1,1,0
id1538256,1,0,1,1,1,0,1,1
id1538265,1,0,0,0,0,0,1,1
id1538271,1,1,0,1,0,0,1,0
id1538280,1,1,1,0,1,0,1,1
id1538322,1,0,1,1,1,1,1,0
id1538323,1,0,0,1,0,0,1,1
id1538341,1,0,1,0,1,0,1,1
id1538345,1,0,0,0,0,0,1,1
id1538347,1,0,1,1,1,0,1,1
id1538354,1,0,0,1,0,0,1,1
id1538355,1,0,1,1,1,0,1,1
id1538357,1,1,1,1,1,1,1,0
id1538371,1,1,0,0,0,0,1,0
id1538374,1,0,0,1,0,0,1,0
id1538377,1,0,1,1,1,0,1,1
id1538397,1,1,1,1,1,0,1,1
id1538400,1,0,1,1,0,0,1,1
id1538406,1,0,0,1,0,1,1,0
id1538412,1,1,0,0,0,1,1,1
id1538428,1,1,1,0,0,0,1,1
id1538430,1,0,1,0,0,0,1,1
id1538438,1,1,1,0,0,0,1,1
id1538439,1,0,1,0,1,0,1,1
id1538448,1,1,1,0,0,0,1,1
id1538456,1,0,1,1,0,0,1,1
id1538487,1,0,0,0,0,0,1,1
id1538543,1,0,1,1,1,0,1,1
id1538548,1,0,1,0,0,0,1,0
id1538549,1,0,1,0,0,1,1,0
id1538552,1,0,0,0,0,0,1,0
id1538565,1,0,0,1,0,0,1,1
id1538573,1,0,0,1,0,0,1,1
id1538576,1,0,1,0,0,0,1,1
id1538590,1,1,1,1,1,1,1,0
id1538601,1,0,1,1,0,0,1,1
id1538624,1,0,1,1,1,0,1,1
id1538626,1,0,1,1,1,0,1,1
id1538627,1,1,1,1,1,0,1,1
id1538632,0,0,1,1,1,0,1,1
id1538635,1,0,1,1,1,0,1,0
id1538652,1,0,1,1,1,1,1,0
id1538656,1,0,1,1,1,1,1,0
id1538660,1,0,1,1,1,1,1,0
id1538669,1,0,1,1,1,1,1,0
id1538674,1,0,1,1,1,1,1,0
id1538675,1,0,1,1,1,1,1,0
id1538680,1,0,1,1,1,1,1,0
id1538688,1,1,1,1,1,1,1,0
id1538697,1,0,1,1,1,1,1,0
id1538698,1,0,1,1,1,1,1,0
id1538701,1,1,1,1,1,1,1,0
id1538715,1,1,1,1,1,1,1,0
id1538721,1,0,1,1,1,1,1,0
id1538725,1,0,0,1,0,0,1,1
id1538726,1,1,0,0,0,1,1,0
id1538729,1,1,1,1,0,0,1,0
id1538730,1,0,1,0,0,1,1,0
id1538732,1,0,1,1,0,0,1,1
id1538733,1,0,1,0,0,1,1,1
id1538741,1,0,1,1,0,0,1,0
id1538742,1,1,1,1,0,0,1,0
id1538745,1,1,1,0,1,0,1,1
id1538756,1,1,1,1,1,0,1,0
id1538766,1,0,1,0,1,0,1,1
id1538776,1,0,1,0,0,0,1,1
id1538795,1,1,1,0,0,0,1,1
id1538804,1,0,0,0,0,0,1,0
id1538808,1,1,1,0,0,1,1,0
id1538809,1,0,0,0,0,0,1,0
id1538826,1,0,1,1,0,0,1,0
id1538829,1,0,1,0,0,1,1,0
id1538845,1,0,1,0,0,1,1,0
id1538846,1,0,1,0,0,1,1,0
id1538859,1,0,0,0,0,0,1,1
id1538884,1,0,1,1,1,0,1,0
id1538885,1,0,0,0,0,0,1,0
id1538888,1,0,1,1,0,0,1,0
id1538903,1,0,0,1,0,0,1,1
id1538908,1,0,1,1,0,0,1,1
id1538911,1,0,1,0,0,0,1,1
id1538912,1,0,1,0,0,0,1,1
id1538929,1,0,1,0,0,0,1,0
id1538931,1,0,0,0,0,0,1,1
id1538932,1,0,0,0,0,0,1,0
id1538935,1,0,1,0,0,0,1,0
id1538962,1,0,0,1,0,0,1,0
id1538963,1,0,0,1,0,0,1,0
id1538964,1,0,1,1,1,0,0,1
id1538978,1,0,0,0,0,0,1,0
id1538983,1,0,1,1,0,0,1,0
